spelling	defined_meaning_id
vieux-haut-allemand	701123
abominable	693447
bombe à calories	884208
Bael	884775
Baël	884775
espèce clé de voûte	884294
espèce clé de voute	884294
articuler	840612
formuler	840612
principalement	451312
eucaryotes	796039
Luberon	885071
beige	885380
existence	1419171
créature	885669
roter	885746
clocher	885798
quatre-vingts	7022
belliqueux	886594
féroce	886778
Baltimore	887333
Bolivien	887898
bolivien	604131
bolivien	887901
boliviano	511718
déesse	888286
huile de sésame	888413
révolution	888510
simplement	752588
simplement	888637
attentivement	1110479
assourdissant	889401
perceptif	889478
bruyant	889643
illégal	889712
cendre volcanique	890009
pétroglyphe	890138
souiller	434212
best-seller	891277
déplorer	8110
ansériformes	7499
jumelles	892725
aménorrhée	893943
aménie	893943
Victoria	894045
Victoria	999719
amphore	894072
grand soleil	894122
tournesol	894122
huile de tournesol	894205
couper en deux	432731
videur	894529
leucoencéphalopathie multifocale progessive	492852
LMP	492852
LEMP	492852
syndrome d'émaciation	492879
histoplasmose	492803
microbicide	492073
rédacteur en chef	477256
bâtonnet	849300
chienne	894825
four à pizza	894558
complexe	155053
complexe	658518
complexe	1230819
interne	868411
interne	868418
interne	868421
bavarder	895321
bavarder	918205
lyngngam	894917
persil cultivé	343677
persil odorant	343677
persin	343677
maître chanteur	895886
Ayacucho	896338
Ayacucho	896343
insolvabilité	462915
OpenStreetMap	866319
babillard	752976
franc suisse	699437
franc français	897074
franc monégasque	897082
franc andorran	897090
franc belge	897098
franc luxembourgeois	897106
franc Pacifique	812822
franc CFP	812822
franc comorien	811400
franc comorien	897123
franc CFA	732696
franc CFA	737982
franc de la communauté financière d’Afrique	732696
franc de la coopération financière d'Afrique centrale	737982
franc malien	897151
franc burundais	897159
franc Djibouti	897169
franc guinéen	897176
franc malgache	897183
franc rwandais	897191
syndrome métabolique	494035
syndrome X	494035
frottis de dépistage	492912
frottis cervico-vaginal	492912
frottis du col utérin	492912
frottis vaginal	492912
frottis cervical	492912
test Pap	492912
cytologie vaginale	492912
frottis Pap	492912
prélèvement vaginal	492912
descente	897414
nodule	897464
hormone de croissance humaine	494011
hormone de croissance	494011
hormone somatotrope	494011
GH	494011
somathormone	494011
STH	494011
syndrome de Stevens-Johnson	494025
erythema exsudativum multiforme	494025
ectodermosis erosiva pluriorificialis	494025
dermatostomatite	494025
ectodermose érosive pluriorificielle de Fiessinger-Rendu	494025
érythème polymorphe	493948
érythème multiforme	493948
érythème exsudatif multiforme	493948
relation sémantique	376445
relation lexico-sémantique	376445
papillomavirus humain	492906
virus du papillome humain	492906
VPH	492906
expérimental	480706
estrade	358142
décor	687426
goitre	897615
ponce	897643
pierre ponce	897643
cire d'abeille	851017
orvet	897953
en l'air	801808
Avignon	898676
Vichy	898695
Le Havre	898713
température corporelle	1431843
Grenoble	898730
Albertville	898746
Cannes	898766
Dunkerque	898782
Nice	898829
Reims	898852
Biarritz	898878
Bayonne	898895
Perpignan	898913
Narbonne	899004
Aix-en-Provence	899028
Nancy	899061
Blois	899079
Alençon	899099
Honfleur	899127
Boulogne-sur-Mer	899146
La Rochelle	899170
Brest	899198
Le Mont-Saint-Michel	899293
Gex	899312
bleuet	900279
gaffeur	900404
épeire diadème	636448
collier	900585
collier	1514122
pension	900984
infanticide	901171
lac de Starnberg	901186
Angers	901261
Saint-Malo	901283
Nîmes	901305
Nanterre	901337
Tours	901357
Carcassonne	901387
Annecy	901417
Chartres	901447
Saint-Brieuc	901477
Le Mans	901499
Hendaye	901531
Saint-Jean-de-Luz	901552
Saint-Tropez	901577
Bayeux	901599
Sèvres	901627
Bastia	901649
Gap	901669
Tarbes	901691
Toulon	901723
Briançon	901755
Fontainebleau	901777
Antibes	901799
Grasse	901821
Calais	901853
Chambéry	901875
Compiègne	901905
Angoulême	901925
Auxerre	901955
commémoration	901977
Languedoc	902086
pensionnat	902215
larve	902665
larve	1236989
cuboïde	902712
désigner	902531
déchéance	735406
avilissement	735406
version	420142
version	420154
précurseur	156125
précurseur	406409
signe avant coureur	406409
district de Lisbonne	653063
unité de fabrication	385823
extraordinaire	480763
imitation	349545
ersatz	349545
substitut	349545
succédanné	349545
bollard	903054
griller	155842
griller	903073
compact	699950
compact	903117
jubilant	699745
jubilant	1076924
exultant	699745
en liesse	699745
frappe	903138
monnaie métallique	677281
glorieux	903148
Union du Myanmar	8375
librairie	2150
librairie	903464
librairie	986197
folie	903488
tambour	386380
tambour	711152
engager	903498
enrôler	903498
enrôler	977853
armoiries	903530
armes	903530
blason	903530
croyant	699835
racaille	903566
canaille	859318
canaille	903566
fret	903576
fret	1338210
infortuné	903596
collectionneur d'art	903644
freight train	903656
pratiquement	8162
uniquement	752588
immédiatement	904194
tout de suite	904194
relatif	904230
relativement	904255
définitivement	904303
facilement	904363
précédemment	8159
auparavant	8159
auparavant	1412066
légèrement	904463
de façon appropriée	904755
parfaitement	904770
notamment	1488604
lyncher	904840
embouteillage	3828
ouvre-bouteille	904921
occasionnellement	6387
sûrement	905241
degré	905491
degré	1342942
huile de colza	905730
arithméticien	834160
émulation	480798
guérison	905871
coupé	1019523
cuire	5658
acquérir	435379
se résigner	6969
rafale	906071
bourrasque	906071
bouffée	906093
hétérosexualité	373156
fluide de frein	906299
prendre le petit-déjeuner	906499
Deauville	906518
soutien de famille	906586
cambriolage	805987
périlleux	6170
périlleux	906613
en bois	906722
Christophe	906818
uriner	160433
pisser	160433
faire pipi	160433
lansquiner	5523
lansquiner	160433
lâcher de l'eau	160433
déodorant	907065
nom de baptême	392405
sous-cutané	496358
porte-documents	836570
porte-documents	907359
brillance	853199
Britannique	383393
Britannique	907645
cassant	1040712
fauché	907767
bronchite	907783
brutal	907967
complaisant	908072
autosatisfait	705418
suffisant	705418
langue slave	347539
clairon	947004
pare-chocs	908243
crabe de cocotier	908305
pagure larron	908305
crabe à bourse	908305
boursière	908305
crabe voleur	908305
fardeau	908451
babeurre	908532
hypocalorique	909467
hypercalorique	909480
ail en poudre	909495
ailler	909506
aniser	909511
safraner	909516
aïoli	909521
calculer	959489
violettes	909659
pensées	909659
végétalien	909682
végétalien	1147565
végétalienne	909690
poudre d’ail	909495
altesse	909750
pensée	1290648
violette	1290651
sauce de soja	909894
sauce soja	909894
vinaigre de riz	909959
langue ouralienne	344173
nom verbal	465390
langue parlée	477504
langage parlé	477504
langue écrite	477448
langage écrit	477448
verbes en ru	487896
verbes-ru	487896
verbes du groupe I	487896
verbes-u	487882
verbes en u	487882
verbes du groupe II	487882
tissu adipeux souscutané	496369
infection sexuellement transmissible	496384
IST	496384
maladie sexuellement transmissible	496384
MST	496384
MTS	496384
parole féminine	470610
salle opératoire	399731
producteur laitier	910372
producteur de lait	910372
fermier laitier	910372
mèche	911536
sucre de canne	911552
taxibus	7873
taxi-bus	7873
taxi collectif	7873
canoé	911657
ouvre-boîte	911701
cantine	911715
mandarin simplifié	801299
mandarin traditionnel	801310
ouvre-boite	911701
maladie inflammatoire pelvienne	496437
MIP	496437
herpèsvirus	496949
virus de l'herpès	496949
oiseau aquatique	4085
oiseau aquatique	652785
brûleur à vache	911771
bruleur à vache	911771
paracétamol	6984
acétaminophène	6984
faufiler	6127
bâtir	6127
vent solaire	682723
cynorrhodon	911986
cynorhodon	911986
gratte-cul	911986
désaltérer	912006
se désaltérer	912014
s'abreuver	912014
rafraîchir	912006
rafraichir	912006
immunité humorale	496553
ulcère génital	496428
chancre mou	496396
chancrelle	496396
chancre de Ducrey	496396
cabriole	912130
carafe	912213
carafe	1238556
ventilateur	912239
enlever	352216
enlever	545011
enlever	1431901
ôter	352216
ôter	1431901
corréler	685069
carmel	371996
force centrifuge	789611
carton	912644
carotide	912687
caissier	912937
cytomégalovirus	496957
CMV	496957
virus d'Epstein-Barr	496966
EBV	496966
HHV-4	496966
lymphogranulome vénérien	496418
maladie de Durand-Nicolas-Favre	496418
LGV	496418
herpès labial	496995
virus herpès simplex 1	496995
virus herpès simplex 2	497004
herpès génital	497004
Cachemire	913273
île de Noirmoutier	913305
Noirmoutier	913305
Gavrinis	913316
caftan	913741
cataracte	913799
cataracte	1418830
cafetan	913741
catarrhe	913836
chenille	914040
silure	914064
catholicisme	914097
turc commun	545202
commode	6340
commode	435587
s'ajuster	841108
anguillette	853820
famille d'accueil	158448
famille d'adoption	158448
Bakhtiari	688085
bakhtiari	686571
gynécologiste	380988
Australien	6760
autoérotisme	373314
autosexualité	373314
auto-érotisme	373314
fade	717133
blazer	911847
épitomer	522067
sous-titre	914438
migration ethnique	877113
Afar	760374
abzyme	499359
alternance	5583
pacifier	160105
poutre	498099
poutrelle	498099
poutrelle	1395727
laisser tomber	897723
larguer	897723
rompre	897723
quartiers sensibles	5057
quartiers déshérités	5057
fayard	880926
fouteau	880926
flet	434451
bot	891225
bruler	6039
bruler	844863
bruler	1299599
se consumer	844863
désambiguïsation	6849
désambigüisation	6849
congruence	6589
adéquation	6589
adéquation	966023
chevreau	914854
cave	1133743
trente et un	7055
trente-et-un	7055
trente-deux	7056
trente-trois	7057
trente-quatre	7058
trente-cinq	7059
trente-six	7060
quarante-et-un	7098
quarante et un	7098
quarante-trois	7100
quarante-quatre	7101
quarante-cinq	7102
quarante-six	7103
quarante-sept	7104
quarante-huit	7105
quarante-neuf	7106
vingt et un	7046
cinquante-et-un	7115
cinquante et un	7115
cinquante-deux	7114
cinquante-trois	7113
cinquante-quatre	7112
cinquante-cinq	7111
cinquante-six	7110
cinquante-sept	7109
cinquante-huit	7108
cinquante-neuf	7107
hachoir	915243
zesteur	915285
armer	837659
stérile	353974
stérile	500933
poêle à poisson	915372
couscoussier	915380
cuiseur de riz	915392
auto-cuiseur de riz	915392
démon	915102
démon	1085263
éclair de chaleur	6657
touffe	6936
harcèlement criminel	915452
réaction en chaine	8045
réaction en chaine	8046
numéral indéfini	409784
méronyme	375074
jarret	1400723
cérémonie	915748
virus de l'hépatite C	496985
virus de l'hépatite B	496975
souscutané	496358
faire du surf	497260
tsarévitch	914976
tzarévitch	914976
scie à chaîne	915913
chez soi	502575
viande hachée	916226
augmentation mammaire	915406
augmentation des seins	915406
mammoplastie d'augmentation	915406
plastie d'augmentation mammaire	915406
adposition	382071
apostille	499233
passer	5618
passer	842587
passer	882144
passer	1010833
être adopté	842587
être accepté	842587
arthralgie	491605
destiner	829630
aspergillose	491611
attenué	491634
crin	900430
conservateur de bois	498171
console du système	501712
console système	501712
coup de soleil	624583
érythème actinique	624583
déglutition	380335
trahir	837820
inconvénient	722856
s'immobiliser	5607
saisir au corps	155110
algarade	7805
contention	7805
empoignade	7805
noise	7805
prise de bec	7805
article d'opinion	384122
édito	501132
Firenze	7249
déroulage	498148
haché	916678
fibula	917815
péroné	917815
pays balte	379606
pays baltique	379606
État balte	379606
État de la mer Baltique	379606
Tchétchénie	417760
République tchétchène	417760
République de Tchétchénie	417760
orange sanguine	506854
orange sanguine	1293969
parodie	917937
faire payer	917960
nectarine	917973
pêche abricot	917973
crémerie	919386
tricheur	919427
vérification	954209
convection	919592
vérifier	919581
shibboleth	380973
oignon printanier	919674
échec et mat	919755
qipao	919877
courant-jet	920011
tropopause	920089
thermosphère	920119
anthropique	920511
pression atmosphérique	920765
film biographique	921442
laitage	919399
garde-robe	506281
garde-robe	506284
misogynie	921471
misandrie	921497
misogamie	921513
olivette	921568
oliveraie	921568
olivaie	921568
rosée	921645
cheeseburger	921767
cheesecake	921782
paraplégie	921846
irritation	921880
postnatal	921948
agnosie	921998
mégot	923224
mégot	923231
clop	923224
clop	923231
clope	419443
clope	923224
clope	923231
cerfeuil	923349
pédicure	926359
cilice	926500
cutané	496350
à succès	341729
beja	394500
bu	733361
voute	386446
unité astronomique	665245
Campanie	388951
Charleston	367058
Chicago	457436
coupe-feu	6925
coupe-feu	498136
firewall	6925
quadrant	504488
égaler	475906
égaliser	475906
isotherme	919993
soju	927272
érythème	493939
stable	734217
stable	757241
construire un pont	497841
faire obstacle à	6391
exposer	722122
allégation	443763
allégation	443769
ingénu	840651
ingénu	1162925
migrant	353961
invoquer	482002
invoquer	482015
apodictique	810765
démonstratif	810765
roupie indienne	745509
bolívar	511647
bolívar fuerte	511647
yen	340386
złoty	340374
złoty polonais	340374
dirham	340438
dirham	750491
dirham marocain	340438
dirham marocain	750491
dirham des Émirats arabes unis	927867
dinar	340428
dinar	734800
dinar	738591
dinar	738687
dinar	741722
dinar	1006980
dinar algérien	340428
quinzaine	927846
quinze jours	927846
deux semaines	927846
coussin	928069
virus de Marburg	928332
méandre	928641
pomme frite	7223
chips	7224
Principauté de Monaco	8078
papillome	492897
onde à front raide	928695
palette	513087
palette	826880
palette	826884
palette graphique	826880
tourner la page	518684
anuak	600185
forézien	605601
integrité	676270
integrité	676280
méthode agile	969708
arapaho	668031
ouzbeks	929906
ambuler	803670
déambuler	803670
se promener	803670
Zoug	930494
Obwald	931216
vers le haut	931893
irrespectueux	8296
boulette	908575
défectueux	160300
foutu	160300
karoshi	932062
friturier	932113
comptoir	932120
miteux	932128
crudité	932142
soba	932801
cannelle	932929
veuf	933133
veuf	972700
yogourt	933231
yaourt	933231
déshériter	933287
veuve	711582
whisky	933460
honte	719675
piano à queue	933644
disgrâce	719675
fraction	933659
viole	349034
opprimer	441888
opprimer	933675
service secret	933682
congestion	3828
congestion	934014
bourdonner	934385
chuchotement	934394
murmure	934394
sussurement	934394
ricanement	934406
ruche	763206
gaieté	934431
gaîté	934431
gaité	934431
infernal	934445
pour l'instant	934462
pour le moment	934462
en fer	934471
klaxonner	934489
tresse	447700
apparenté	934531
apparenté	945565
dépenser une fortune	934669
mine d'or	935358
mine d'argent	935380
